YEAR,GEO,performance_of_system,Incidents&Casualties,VALUE,Status of casualty,Type of structure
2012,british columbia,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2012,british columbia,SIN,fire-related deaths,1.0,civilian,total structural fires
2012,british columbia,SIN,fire-related deaths,1.0,civilian,residential fires
2012,british columbia,SIN,fire-related deaths,0.0,civilian,industrial fires
2012,british columbia,SIN,fire-related deaths,0.0,civilian,assembly fires
2012,british columbia,SIN,fire-related deaths,0.0,civilian,mercantile fires
2012,british columbia,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2012,british columbia,SIN,fire-related deaths,0.0,civilian,institutional fires
2012,british columbia,SIN,fire-related deaths,0.0,civilian,storage property fires
2012,british columbia,SIN,fire-related deaths,0.0,civilian,other structure type
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,total structural fires
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,residential fires
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,industrial fires
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,assembly fires
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,institutional fires
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,storage property fires
2012,british columbia,SIN,fire-related deaths,0.0,firefighter,other structure type
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2012,british columbia,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2012,british columbia,SIN,fire-related injuries,229.0,"total, status of casualty",total structural fires
2012,british columbia,SIN,fire-related injuries,193.0,"total, status of casualty",residential fires
2012,british columbia,SIN,fire-related injuries,14.0,"total, status of casualty",industrial fires
2012,british columbia,SIN,fire-related injuries,4.0,"total, status of casualty",assembly fires
2012,british columbia,SIN,fire-related injuries,4.0,"total, status of casualty",mercantile fires
2012,british columbia,SIN,fire-related injuries,2.0,"total, status of casualty",business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",institutional fires
2012,british columbia,SIN,fire-related injuries,6.0,"total, status of casualty",storage property fires
2012,british columbia,SIN,fire-related injuries,6.0,"total, status of casualty",other structure type
2012,british columbia,SIN,fire-related injuries,198.0,civilian,total structural fires
2012,british columbia,SIN,fire-related injuries,173.0,civilian,residential fires
2012,british columbia,SIN,fire-related injuries,12.0,civilian,industrial fires
2012,british columbia,SIN,fire-related injuries,2.0,civilian,assembly fires
2012,british columbia,SIN,fire-related injuries,3.0,civilian,mercantile fires
2012,british columbia,SIN,fire-related injuries,1.0,civilian,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,institutional fires
2012,british columbia,SIN,fire-related injuries,4.0,civilian,storage property fires
2012,british columbia,SIN,fire-related injuries,3.0,civilian,other structure type
2012,british columbia,SIN,fire-related injuries,31.0,firefighter,total structural fires
2012,british columbia,SIN,fire-related injuries,20.0,firefighter,residential fires
2012,british columbia,SIN,fire-related injuries,2.0,firefighter,industrial fires
2012,british columbia,SIN,fire-related injuries,2.0,firefighter,assembly fires
2012,british columbia,SIN,fire-related injuries,1.0,firefighter,mercantile fires
2012,british columbia,SIN,fire-related injuries,1.0,firefighter,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,institutional fires
2012,british columbia,SIN,fire-related injuries,2.0,firefighter,storage property fires
2012,british columbia,SIN,fire-related injuries,3.0,firefighter,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,other structure type
2012,british columbia,SIN,fire-related injuries,3.0,"total, status of casualty",total structural fires
2012,british columbia,SIN,fire-related injuries,3.0,"total, status of casualty",residential fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",other structure type
2012,british columbia,SIN,fire-related injuries,3.0,civilian,total structural fires
2012,british columbia,SIN,fire-related injuries,3.0,civilian,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,other structure type
2012,british columbia,SIN,fire-related injuries,6.0,"total, status of casualty",total structural fires
2012,british columbia,SIN,fire-related injuries,6.0,"total, status of casualty",residential fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",other structure type
2012,british columbia,SIN,fire-related injuries,6.0,civilian,total structural fires
2012,british columbia,SIN,fire-related injuries,6.0,civilian,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,other structure type
2012,british columbia,SIN,fire-related injuries,103.0,"total, status of casualty",total structural fires
2012,british columbia,SIN,fire-related injuries,87.0,"total, status of casualty",residential fires
2012,british columbia,SIN,fire-related injuries,2.0,"total, status of casualty",industrial fires
2012,british columbia,SIN,fire-related injuries,3.0,"total, status of casualty",assembly fires
2012,british columbia,SIN,fire-related injuries,2.0,"total, status of casualty",mercantile fires
2012,british columbia,SIN,fire-related injuries,1.0,"total, status of casualty",business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",institutional fires
2012,british columbia,SIN,fire-related injuries,5.0,"total, status of casualty",storage property fires
2012,british columbia,SIN,fire-related injuries,3.0,"total, status of casualty",other structure type
2012,british columbia,SIN,fire-related injuries,72.0,civilian,total structural fires
2012,british columbia,SIN,fire-related injuries,67.0,civilian,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,industrial fires
2012,british columbia,SIN,fire-related injuries,1.0,civilian,assembly fires
2012,british columbia,SIN,fire-related injuries,1.0,civilian,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,institutional fires
2012,british columbia,SIN,fire-related injuries,3.0,civilian,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,other structure type
2012,british columbia,SIN,fire-related injuries,31.0,firefighter,total structural fires
2012,british columbia,SIN,fire-related injuries,20.0,firefighter,residential fires
2012,british columbia,SIN,fire-related injuries,2.0,firefighter,industrial fires
2012,british columbia,SIN,fire-related injuries,2.0,firefighter,assembly fires
2012,british columbia,SIN,fire-related injuries,1.0,firefighter,mercantile fires
2012,british columbia,SIN,fire-related injuries,1.0,firefighter,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,institutional fires
2012,british columbia,SIN,fire-related injuries,2.0,firefighter,storage property fires
2012,british columbia,SIN,fire-related injuries,3.0,firefighter,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,other structure type
2012,british columbia,SIN,fire-related injuries,9.0,"total, status of casualty",total structural fires
2012,british columbia,SIN,fire-related injuries,8.0,"total, status of casualty",residential fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",storage property fires
2012,british columbia,SIN,fire-related injuries,1.0,"total, status of casualty",other structure type
2012,british columbia,SIN,fire-related injuries,9.0,civilian,total structural fires
2012,british columbia,SIN,fire-related injuries,8.0,civilian,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,storage property fires
2012,british columbia,SIN,fire-related injuries,1.0,civilian,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,other structure type
2012,british columbia,SIN,fire-related injuries,108.0,"total, status of casualty",total structural fires
2012,british columbia,SIN,fire-related injuries,89.0,"total, status of casualty",residential fires
2012,british columbia,SIN,fire-related injuries,12.0,"total, status of casualty",industrial fires
2012,british columbia,SIN,fire-related injuries,1.0,"total, status of casualty",assembly fires
2012,british columbia,SIN,fire-related injuries,2.0,"total, status of casualty",mercantile fires
2012,british columbia,SIN,fire-related injuries,1.0,"total, status of casualty",business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,"total, status of casualty",institutional fires
2012,british columbia,SIN,fire-related injuries,1.0,"total, status of casualty",storage property fires
2012,british columbia,SIN,fire-related injuries,2.0,"total, status of casualty",other structure type
2012,british columbia,SIN,fire-related injuries,108.0,civilian,total structural fires
2012,british columbia,SIN,fire-related injuries,89.0,civilian,residential fires
2012,british columbia,SIN,fire-related injuries,12.0,civilian,industrial fires
2012,british columbia,SIN,fire-related injuries,1.0,civilian,assembly fires
2012,british columbia,SIN,fire-related injuries,2.0,civilian,mercantile fires
2012,british columbia,SIN,fire-related injuries,1.0,civilian,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,civilian,institutional fires
2012,british columbia,SIN,fire-related injuries,1.0,civilian,storage property fires
2012,british columbia,SIN,fire-related injuries,2.0,civilian,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,firefighter,other structure type
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,total structural fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,residential fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,industrial fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,assembly fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,mercantile fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,business use/personal service fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,institutional fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,storage property fires
2012,british columbia,SIN,fire-related injuries,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related deaths,124.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related deaths,117.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related deaths,1.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related deaths,2.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related deaths,3.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related deaths,1.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related deaths,113.0,civilian,total structural fires
2013,canada,SIN,fire-related deaths,107.0,civilian,residential fires
2013,canada,SIN,fire-related deaths,1.0,civilian,industrial fires
2013,canada,SIN,fire-related deaths,0.0,civilian,assembly fires
2013,canada,SIN,fire-related deaths,0.0,civilian,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2013,canada,SIN,fire-related deaths,2.0,civilian,institutional fires
2013,canada,SIN,fire-related deaths,2.0,civilian,storage property fires
2013,canada,SIN,fire-related deaths,1.0,civilian,other structure type
2013,canada,SIN,fire-related deaths,0.0,firefighter,total structural fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,residential fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,industrial fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,assembly fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,institutional fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,storage property fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,other structure type
2013,canada,SIN,fire-related deaths,11.0,unknown status of casualty,total structural fires
2013,canada,SIN,fire-related deaths,10.0,unknown status of casualty,residential fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2013,canada,SIN,fire-related deaths,1.0,unknown status of casualty,storage property fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related deaths,5.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related deaths,4.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related deaths,1.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related deaths,5.0,civilian,total structural fires
2013,canada,SIN,fire-related deaths,4.0,civilian,residential fires
2013,canada,SIN,fire-related deaths,1.0,civilian,industrial fires
2013,canada,SIN,fire-related deaths,0.0,civilian,assembly fires
2013,canada,SIN,fire-related deaths,0.0,civilian,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,civilian,institutional fires
2013,canada,SIN,fire-related deaths,0.0,civilian,storage property fires
2013,canada,SIN,fire-related deaths,0.0,civilian,other structure type
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related deaths,1.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related deaths,1.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related deaths,1.0,civilian,total structural fires
2013,canada,SIN,fire-related deaths,1.0,civilian,residential fires
2013,canada,SIN,fire-related deaths,0.0,civilian,industrial fires
2013,canada,SIN,fire-related deaths,0.0,civilian,assembly fires
2013,canada,SIN,fire-related deaths,0.0,civilian,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,civilian,institutional fires
2013,canada,SIN,fire-related deaths,0.0,civilian,storage property fires
2013,canada,SIN,fire-related deaths,0.0,civilian,other structure type
2013,canada,SIN,fire-related deaths,0.0,firefighter,total structural fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,residential fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,industrial fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,assembly fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,institutional fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,storage property fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,other structure type
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related deaths,64.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related deaths,60.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related deaths,3.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related deaths,1.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related deaths,56.0,civilian,total structural fires
2013,canada,SIN,fire-related deaths,53.0,civilian,residential fires
2013,canada,SIN,fire-related deaths,0.0,civilian,industrial fires
2013,canada,SIN,fire-related deaths,0.0,civilian,assembly fires
2013,canada,SIN,fire-related deaths,0.0,civilian,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,civilian,institutional fires
2013,canada,SIN,fire-related deaths,2.0,civilian,storage property fires
2013,canada,SIN,fire-related deaths,1.0,civilian,other structure type
2013,canada,SIN,fire-related deaths,0.0,firefighter,total structural fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,residential fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,industrial fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,assembly fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,institutional fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,storage property fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,other structure type
2013,canada,SIN,fire-related deaths,8.0,unknown status of casualty,total structural fires
2013,canada,SIN,fire-related deaths,7.0,unknown status of casualty,residential fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2013,canada,SIN,fire-related deaths,1.0,unknown status of casualty,storage property fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related deaths,41.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related deaths,40.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related deaths,1.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related deaths,38.0,civilian,total structural fires
2013,canada,SIN,fire-related deaths,37.0,civilian,residential fires
2013,canada,SIN,fire-related deaths,0.0,civilian,industrial fires
2013,canada,SIN,fire-related deaths,0.0,civilian,assembly fires
2013,canada,SIN,fire-related deaths,0.0,civilian,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
